REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S2D1,DEMAGRSURPHL,1,2027,2.7609161
GLOBAL,S2D1,DEMAGRSURPHL,1,2028,2.7609161
GLOBAL,S2D1,DEMAGRSURPHL,1,2029,2.7609161
GLOBAL,S2D1,DEMAGRSURPHL,1,2030,2.3083429
GLOBAL,S2D1,DEMAGRSURPHL,1,2031,2.1688293
GLOBAL,S2D1,DEMAGRSURPHL,1,2032,2.0293158
GLOBAL,S2D1,DEMAGRSURPHL,1,2033,1.8898158
GLOBAL,S2D1,DEMAGRSURPHL,1,2034,2.7609161
GLOBAL,S2D1,DEMAGRSURPHL,1,2035,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2036,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2037,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2038,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2039,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2040,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2041,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2042,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2043,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2044,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2045,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2046,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2047,2.082584
GLOBAL,S2D1,DEMAGRSURPHL,1,2048,1.4563293
GLOBAL,S2D1,DEMAGRSURPHL,1,2049,1.3597118
GLOBAL,S2D1,MINPRCPHL,1,2020,2044.7995
GLOBAL,S2D1,MINPRCPHL,1,2021,1027.9727
GLOBAL,S2D1,MINPRCPHL,1,2022,468.07774
GLOBAL,S2D1,MINPRCPHL,1,2023,466.20272
GLOBAL,S2D1,MINPRCPHL,1,2024,464.32805
GLOBAL,S2D1,MINPRCPHL,1,2025,462.3269
GLOBAL,S2D1,MINPRCPHL,1,2026,460.37686
GLOBAL,S2D1,MINPRCPHL,1,2027,366.53551
GLOBAL,S2D1,MINPRCPHL,1,2028,370.16511
GLOBAL,S2D1,MINPRCPHL,1,2029,454.55027
GLOBAL,S2D1,MINPRCPHL,1,2030,451.52288
GLOBAL,S2D1,MINPRCPHL,1,2031,456.54309
GLOBAL,S2D1,MINPRCPHL,1,2032,454.48227
GLOBAL,S2D1,MINPRCPHL,1,2033,445.85039
GLOBAL,S2D1,MINPRCPHL,1,2034,452.89038
GLOBAL,S2D1,MINPRCPHL,1,2035,443.74706
GLOBAL,S2D1,MINPRCPHL,1,2036,442.11668
GLOBAL,S2D1,MINPRCPHL,1,2037,440.48695
GLOBAL,S2D1,MINPRCPHL,1,2038,438.85772
GLOBAL,S2D1,MINPRCPHL,1,2039,437.22879
GLOBAL,S2D1,MINPRCPHL,1,2040,435.59766
GLOBAL,S2D1,MINPRCPHL,1,2041,434.14833
GLOBAL,S2D1,MINPRCPHL,1,2042,432.6988
GLOBAL,S2D1,MINPRCPHL,1,2043,431.258
GLOBAL,S2D1,MINPRCPHL,1,2044,332.48961
GLOBAL,S2D1,MINPRCPHL,1,2045,428.37592
GLOBAL,S2D1,MINPRCPHL,1,2046,427.13475
GLOBAL,S2D1,MINPRCPHL,1,2047,423.98076
GLOBAL,S2D1,MINPRCPHL,1,2048,425.89307
GLOBAL,S2D1,MINPRCPHL,1,2049,430.48698
GLOBAL,S2D1,MINPRCPHL,1,2050,435.15821
GLOBAL,S2D1,MINPRCPHL,1,2051,433.45323
GLOBAL,S2D1,MINPRCPHL,1,2052,435.15821
GLOBAL,S2D1,MINPRCPHL,1,2053,435.15821
GLOBAL,S2D1,LNDTOMHRTOT,1,2020,12.218378
GLOBAL,S2D1,LNDTOMHRTOT,1,2021,12.3992
GLOBAL,S2D1,LNDTOMHRTOT,1,2022,12.580022
GLOBAL,S2D1,LNDTOMHRTOT,1,2023,12.760844
GLOBAL,S2D1,LNDTOMHRTOT,1,2024,12.941689
GLOBAL,S2D1,LNDTOMHRTOT,1,2025,13.122511
GLOBAL,S2D1,LNDTOMHRTOT,1,2026,13.290289
GLOBAL,S2D1,LNDTOMHRTOT,1,2027,13.458089
GLOBAL,S2D1,LNDTOMHRTOT,1,2028,13.625867
GLOBAL,S2D1,LNDTOMHRTOT,1,2029,13.793644
GLOBAL,S2D1,LNDTOMHRTOT,1,2030,13.961422
GLOBAL,S2D1,LNDTOMHRTOT,1,2031,14.1166
GLOBAL,S2D1,LNDTOMHRTOT,1,2032,14.271756
GLOBAL,S2D1,LNDTOMHRTOT,1,2033,14.426911
GLOBAL,S2D1,LNDTOMHRTOT,1,2034,14.582067
GLOBAL,S2D1,LNDTOMHRTOT,1,2035,14.737222
GLOBAL,S2D1,LNDTOMHRTOT,1,2036,14.877489
GLOBAL,S2D1,LNDTOMHRTOT,1,2037,15.017733
GLOBAL,S2D1,LNDTOMHRTOT,1,2038,15.157978
GLOBAL,S2D1,LNDTOMHRTOT,1,2039,15.298222
GLOBAL,S2D1,LNDTOMHRTOT,1,2040,15.438467
GLOBAL,S2D1,LNDTOMHRTOT,1,2041,15.563222
GLOBAL,S2D1,LNDTOMHRTOT,1,2042,15.687956
GLOBAL,S2D1,LNDTOMHRTOT,1,2043,15.812711
GLOBAL,S2D1,LNDTOMHRTOT,1,2044,15.937444
GLOBAL,S2D1,LNDTOMHRTOT,1,2045,16.0622
GLOBAL,S2D1,LNDTOMHRTOT,1,2046,16.169622
GLOBAL,S2D1,LNDTOMHRTOT,1,2047,16.277044
GLOBAL,S2D1,LNDTOMHRTOT,1,2048,16.384444
GLOBAL,S2D1,LNDTOMHRTOT,1,2049,16.491867
GLOBAL,S2D1,LNDTOMHRTOT,1,2050,16.599289
GLOBAL,S2D1,LNDTOMHRTOT,1,2051,16.599289
GLOBAL,S2D1,LNDTOMHRTOT,1,2052,16.599289
GLOBAL,S2D1,LNDTOMHRTOT,1,2053,16.599289
GLOBAL,S2D1,LNDSGCHRTOT,1,2020,22.180818
GLOBAL,S2D1,LNDSGCHRTOT,1,2021,22.509091
GLOBAL,S2D1,LNDSGCHRTOT,1,2022,22.837364
GLOBAL,S2D1,LNDSGCHRTOT,1,2023,23.165636
GLOBAL,S2D1,LNDSGCHRTOT,1,2024,23.493909
GLOBAL,S2D1,LNDSGCHRTOT,1,2025,23.844686
GLOBAL,S2D1,LNDSGCHRTOT,1,2026,24.186624
GLOBAL,S2D1,LNDSGCHRTOT,1,2027,24.528461
GLOBAL,S2D1,LNDSGCHRTOT,1,2028,24.8704
GLOBAL,S2D1,LNDSGCHRTOT,1,2029,25.212237
GLOBAL,S2D1,LNDSGCHRTOT,1,2030,25.554176
GLOBAL,S2D1,LNDSGCHRTOT,1,2031,25.870298
GLOBAL,S2D1,LNDSGCHRTOT,1,2032,26.186522
GLOBAL,S2D1,LNDSGCHRTOT,1,2033,26.502645
GLOBAL,S2D1,LNDSGCHRTOT,1,2034,26.818767
GLOBAL,S2D1,LNDSGCHRTOT,1,2035,27.134992
GLOBAL,S2D1,LNDSGCHRTOT,1,2036,27.420706
GLOBAL,S2D1,LNDSGCHRTOT,1,2037,27.706522
GLOBAL,S2D1,LNDSGCHRTOT,1,2038,27.992339
GLOBAL,S2D1,LNDSGCHRTOT,1,2039,28.278053
GLOBAL,S2D1,LNDSGCHRTOT,1,2040,28.563869
GLOBAL,S2D1,LNDSGCHRTOT,1,2041,28.818053
GLOBAL,S2D1,LNDSGCHRTOT,1,2042,29.072237
GLOBAL,S2D1,LNDSGCHRTOT,1,2043,29.32642
GLOBAL,S2D1,LNDSGCHRTOT,1,2044,29.580604
GLOBAL,S2D1,LNDSGCHRTOT,1,2045,29.834788
GLOBAL,S2D1,LNDSGCHRTOT,1,2046,30.053665
GLOBAL,S2D1,LNDSGCHRTOT,1,2047,30.275988
GLOBAL,S2D1,LNDSGCHRTOT,1,2048,30.502272
GLOBAL,S2D1,LNDSGCHRTOT,1,2049,30.728555
GLOBAL,S2D1,LNDSGCHRTOT,1,2050,30.954839
GLOBAL,S2D1,LNDSGCHRTOT,1,2051,30.954839
GLOBAL,S2D1,LNDSGCHRTOT,1,2052,30.954839
GLOBAL,S2D1,LNDSGCHRTOT,1,2053,30.954839
GLOBAL,S2D1,LNDMZEHRTOT,1,2020,9.7813855
GLOBAL,S2D1,LNDMZEHRTOT,1,2021,9.9261446
GLOBAL,S2D1,LNDMZEHRTOT,1,2022,10.070904
GLOBAL,S2D1,LNDMZEHRTOT,1,2023,10.215663
GLOBAL,S2D1,LNDMZEHRTOT,1,2024,10.360434
GLOBAL,S2D1,LNDMZEHRTOT,1,2025,10.505193
GLOBAL,S2D1,LNDMZEHRTOT,1,2026,10.639506
GLOBAL,S2D1,LNDMZEHRTOT,1,2027,10.773831
GLOBAL,S2D1,LNDMZEHRTOT,1,2028,10.908145
GLOBAL,S2D1,LNDMZEHRTOT,1,2029,11.04247
GLOBAL,S2D1,LNDMZEHRTOT,1,2030,11.176783
GLOBAL,S2D1,LNDMZEHRTOT,1,2031,11.301
GLOBAL,S2D1,LNDMZEHRTOT,1,2032,11.425217
GLOBAL,S2D1,LNDMZEHRTOT,1,2033,11.549422
GLOBAL,S2D1,LNDMZEHRTOT,1,2034,11.673639
GLOBAL,S2D1,LNDMZEHRTOT,1,2035,11.797855
GLOBAL,S2D1,LNDMZEHRTOT,1,2036,11.91012
GLOBAL,S2D1,LNDMZEHRTOT,1,2037,12.022398
GLOBAL,S2D1,LNDMZEHRTOT,1,2038,12.134699
GLOBAL,S2D1,LNDMZEHRTOT,1,2039,12.246988
GLOBAL,S2D1,LNDMZEHRTOT,1,2040,12.359277
GLOBAL,S2D1,LNDMZEHRTOT,1,2041,12.459036
GLOBAL,S2D1,LNDMZEHRTOT,1,2042,12.558916
GLOBAL,S2D1,LNDMZEHRTOT,1,2043,12.658795
GLOBAL,S2D1,LNDMZEHRTOT,1,2044,12.758675
GLOBAL,S2D1,LNDMZEHRTOT,1,2045,12.858554
GLOBAL,S2D1,LNDMZEHRTOT,1,2046,12.944578
GLOBAL,S2D1,LNDMZEHRTOT,1,2047,13.030482
GLOBAL,S2D1,LNDMZEHRTOT,1,2048,13.116506
GLOBAL,S2D1,LNDMZEHRTOT,1,2049,13.20253
GLOBAL,S2D1,LNDMZEHRTOT,1,2050,13.288554
GLOBAL,S2D1,LNDMZEHRTOT,1,2051,13.288554
GLOBAL,S2D1,LNDMZEHRTOT,1,2052,13.288554
GLOBAL,S2D1,LNDMZEHRTOT,1,2053,13.288554
GLOBAL,S2D1,LNDCONHRTOT,1,2020,31.013773
GLOBAL,S2D1,LNDCONHRTOT,1,2021,31.4907
GLOBAL,S2D1,LNDCONHRTOT,1,2022,31.967405
GLOBAL,S2D1,LNDCONHRTOT,1,2023,32.444331
GLOBAL,S2D1,LNDCONHRTOT,1,2024,32.921258
GLOBAL,S2D1,LNDCONHRTOT,1,2025,33.397963
GLOBAL,S2D1,LNDCONHRTOT,1,2026,33.840426
GLOBAL,S2D1,LNDCONHRTOT,1,2027,34.28289
GLOBAL,S2D1,LNDCONHRTOT,1,2028,34.725353
GLOBAL,S2D1,LNDCONHRTOT,1,2029,35.167817
GLOBAL,S2D1,LNDCONHRTOT,1,2030,35.61028
GLOBAL,S2D1,LNDCONHRTOT,1,2031,36.019392
GLOBAL,S2D1,LNDCONHRTOT,1,2032,36.428504
GLOBAL,S2D1,LNDCONHRTOT,1,2033,36.837616
GLOBAL,S2D1,LNDCONHRTOT,1,2034,37.246951
GLOBAL,S2D1,LNDCONHRTOT,1,2035,37.656063
GLOBAL,S2D1,LNDCONHRTOT,1,2036,38.02582
GLOBAL,S2D1,LNDCONHRTOT,1,2037,38.395577
GLOBAL,S2D1,LNDCONHRTOT,1,2038,38.765557
GLOBAL,S2D1,LNDCONHRTOT,1,2039,39.135314
GLOBAL,S2D1,LNDCONHRTOT,1,2040,39.505071
GLOBAL,S2D1,LNDCONHRTOT,1,2041,39.83414
GLOBAL,S2D1,LNDCONHRTOT,1,2042,40.162986
GLOBAL,S2D1,LNDCONHRTOT,1,2043,40.492054
GLOBAL,S2D1,LNDCONHRTOT,1,2044,40.8209
GLOBAL,S2D1,LNDCONHRTOT,1,2045,41.149968
GLOBAL,S2D1,LNDCONHRTOT,1,2046,41.433234
GLOBAL,S2D1,LNDCONHRTOT,1,2047,41.7165
GLOBAL,S2D1,LNDCONHRTOT,1,2048,41.999765
GLOBAL,S2D1,LNDCONHRTOT,1,2049,42.283031
GLOBAL,S2D1,LNDCONHRTOT,1,2050,42.566296
GLOBAL,S2D1,LNDCONHRTOT,1,2051,42.566296
GLOBAL,S2D1,LNDCONHRTOT,1,2052,42.566296
GLOBAL,S2D1,LNDCONHRTOT,1,2053,42.566296
GLOBAL,S2D1,LNDRCPHRTOT,1,2020,15.691828
GLOBAL,S2D1,LNDRCPHRTOT,1,2021,16.053223
GLOBAL,S2D1,LNDRCPHRTOT,1,2022,16.414744
GLOBAL,S2D1,LNDRCPHRTOT,1,2023,16.776139
GLOBAL,S2D1,LNDRCPHRTOT,1,2024,17.13766
GLOBAL,S2D1,LNDRCPHRTOT,1,2025,17.499056
GLOBAL,S2D1,LNDRCPHRTOT,1,2026,17.8345
GLOBAL,S2D1,LNDRCPHRTOT,1,2027,18.169945
GLOBAL,S2D1,LNDRCPHRTOT,1,2028,18.510302
GLOBAL,S2D1,LNDRCPHRTOT,1,2029,18.850783
GLOBAL,S2D1,LNDRCPHRTOT,1,2030,19.191139
GLOBAL,S2D1,LNDRCPHRTOT,1,2031,19.506052
GLOBAL,S2D1,LNDRCPHRTOT,1,2032,19.820839
GLOBAL,S2D1,LNDRCPHRTOT,1,2033,20.135626
GLOBAL,S2D1,LNDRCPHRTOT,1,2034,20.450413
GLOBAL,S2D1,LNDRCPHRTOT,1,2035,22.757457
GLOBAL,S2D1,LNDRCPHRTOT,1,2036,23.037714
GLOBAL,S2D1,LNDRCPHRTOT,1,2037,23.318095
GLOBAL,S2D1,LNDRCPHRTOT,1,2038,23.598476
GLOBAL,S2D1,LNDRCPHRTOT,1,2039,23.878857
GLOBAL,S2D1,LNDRCPHRTOT,1,2040,24.159113
GLOBAL,S2D1,LNDRCPHRTOT,1,2041,24.408482
GLOBAL,S2D1,LNDRCPHRTOT,1,2042,24.65785
GLOBAL,S2D1,LNDRCPHRTOT,1,2043,24.910965
GLOBAL,S2D1,LNDRCPHRTOT,1,2044,25.164079
GLOBAL,S2D1,LNDRCPHRTOT,1,2045,25.417193
GLOBAL,S2D1,LNDRCPHRTOT,1,2046,25.635104
GLOBAL,S2D1,LNDRCPHRTOT,1,2047,25.857357
GLOBAL,S2D1,LNDRCPHRTOT,1,2048,26.08434
GLOBAL,S2D1,LNDRCPHRTOT,1,2049,26.311324
GLOBAL,S2D1,LNDRCPHRTOT,1,2050,32.745122
GLOBAL,S2D1,LNDRCPHRTOT,1,2051,32.745122
GLOBAL,S2D1,LNDRCPHRTOT,1,2052,32.745122
GLOBAL,S2D1,LNDRCPHRTOT,1,2053,32.745122
GLOBAL,S2D1,LNDRCPHITOT,1,2020,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2021,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2022,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2023,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2024,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2025,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2026,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2027,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2028,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2029,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2030,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2031,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2032,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2033,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2034,7.2655687
GLOBAL,S2D1,LNDRCPHITOT,1,2035,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2036,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2037,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2038,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2039,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2040,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2041,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2042,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2043,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2044,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2045,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2046,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2047,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2048,5.4804843
GLOBAL,S2D1,LNDRCPHITOT,1,2049,5.4804843
GLOBAL,S2D1,LNDOTHHRTOT,1,2020,15.492844
GLOBAL,S2D1,LNDOTHHRTOT,1,2021,15.732944
GLOBAL,S2D1,LNDOTHHRTOT,1,2022,15.972891
GLOBAL,S2D1,LNDOTHHRTOT,1,2023,16.212992
GLOBAL,S2D1,LNDOTHHRTOT,1,2024,16.453093
GLOBAL,S2D1,LNDOTHHRTOT,1,2025,16.687385
GLOBAL,S2D1,LNDOTHHRTOT,1,2026,16.900769
GLOBAL,S2D1,LNDOTHHRTOT,1,2027,17.114154
GLOBAL,S2D1,LNDOTHHRTOT,1,2028,17.327538
GLOBAL,S2D1,LNDOTHHRTOT,1,2029,17.540923
GLOBAL,S2D1,LNDOTHHRTOT,1,2030,17.754308
GLOBAL,S2D1,LNDOTHHRTOT,1,2031,17.951538
GLOBAL,S2D1,LNDOTHHRTOT,1,2032,18.148923
GLOBAL,S2D1,LNDOTHHRTOT,1,2033,18.346154
GLOBAL,S2D1,LNDOTHHRTOT,1,2034,18.543538
GLOBAL,S2D1,LNDOTHHRTOT,1,2035,18.740769
GLOBAL,S2D1,LNDOTHHRTOT,1,2036,18.919231
GLOBAL,S2D1,LNDOTHHRTOT,1,2037,19.097538
GLOBAL,S2D1,LNDOTHHRTOT,1,2038,19.275846
GLOBAL,S2D1,LNDOTHHRTOT,1,2039,19.454154
GLOBAL,S2D1,LNDOTHHRTOT,1,2040,19.632615
GLOBAL,S2D1,LNDOTHHRTOT,1,2041,19.791231
GLOBAL,S2D1,LNDOTHHRTOT,1,2042,19.949846
GLOBAL,S2D1,LNDOTHHRTOT,1,2043,20.108462
GLOBAL,S2D1,LNDOTHHRTOT,1,2044,20.267077
GLOBAL,S2D1,LNDOTHHRTOT,1,2045,20.425692
GLOBAL,S2D1,LNDOTHHRTOT,1,2046,20.562308
GLOBAL,S2D1,LNDOTHHRTOT,1,2047,20.698923
GLOBAL,S2D1,LNDOTHHRTOT,1,2048,20.835538
GLOBAL,S2D1,LNDOTHHRTOT,1,2049,20.972154
GLOBAL,S2D1,LNDOTHHRTOT,1,2050,21.108769
GLOBAL,S2D1,LNDOTHHRTOT,1,2051,21.108769
GLOBAL,S2D1,LNDOTHHRTOT,1,2052,21.108769
GLOBAL,S2D1,LNDOTHHRTOT,1,2053,21.108769
GLOBAL,S2D1,LNDAGRPHLC02,24,2020,5.846698
GLOBAL,S2D1,LNDAGRPHLC02,3,2020,22.180818
GLOBAL,S2D1,LNDAGRPHLC02,30,2020,0.17368632
GLOBAL,S2D1,LNDAGRPHLC02,3,2021,22.509091
GLOBAL,S2D1,LNDAGRPHLC02,3,2022,22.837364
GLOBAL,S2D1,LNDAGRPHLC02,3,2023,23.165636
GLOBAL,S2D1,LNDAGRPHLC02,3,2024,23.493909
GLOBAL,S2D1,LNDAGRPHLC02,3,2025,23.844686
GLOBAL,S2D1,LNDAGRPHLC02,3,2026,24.186624
GLOBAL,S2D1,LNDAGRPHLC02,3,2027,24.528461
GLOBAL,S2D1,LNDAGRPHLC02,3,2028,24.8704
GLOBAL,S2D1,LNDAGRPHLC02,3,2029,25.212237
GLOBAL,S2D1,LNDAGRPHLC02,3,2030,25.554176
GLOBAL,S2D1,LNDAGRPHLC02,3,2031,25.870298
GLOBAL,S2D1,LNDAGRPHLC02,3,2032,26.186522
GLOBAL,S2D1,LNDAGRPHLC02,3,2033,26.502645
GLOBAL,S2D1,LNDAGRPHLC02,3,2034,26.818767
GLOBAL,S2D1,LNDAGRPHLC02,3,2035,27.134992
GLOBAL,S2D1,LNDAGRPHLC02,3,2036,27.420706
GLOBAL,S2D1,LNDAGRPHLC02,3,2037,27.706522
GLOBAL,S2D1,LNDAGRPHLC02,3,2038,27.992339
GLOBAL,S2D1,LNDAGRPHLC02,3,2039,28.278053
GLOBAL,S2D1,LNDAGRPHLC02,3,2040,28.563869
GLOBAL,S2D1,LNDAGRPHLC02,3,2041,28.818053
GLOBAL,S2D1,LNDAGRPHLC02,3,2042,29.072237
GLOBAL,S2D1,LNDAGRPHLC02,3,2043,29.32642
GLOBAL,S2D1,LNDAGRPHLC02,3,2044,5.7450482
GLOBAL,S2D1,LNDAGRPHLC02,3,2045,29.834788
GLOBAL,S2D1,LNDAGRPHLC02,3,2046,30.053665
GLOBAL,S2D1,LNDAGRPHLC02,3,2047,30.275988
GLOBAL,S2D1,LNDAGRPHLC02,3,2048,30.502272
GLOBAL,S2D1,LNDAGRPHLC02,3,2049,30.728555
GLOBAL,S2D1,LNDAGRPHLC02,3,2050,30.954839
GLOBAL,S2D1,LNDAGRPHLC02,3,2051,30.954839
GLOBAL,S2D1,LNDAGRPHLC02,3,2052,30.954839
GLOBAL,S2D1,LNDAGRPHLC02,3,2053,30.954839
GLOBAL,S2D1,LNDAGRPHLC03,11,2020,15.691828
GLOBAL,S2D1,LNDAGRPHLC03,11,2021,16.053223
GLOBAL,S2D1,LNDAGRPHLC03,11,2022,16.414744
GLOBAL,S2D1,LNDAGRPHLC03,11,2023,16.776139
GLOBAL,S2D1,LNDAGRPHLC03,11,2024,17.13766
GLOBAL,S2D1,LNDAGRPHLC03,11,2025,17.499056
GLOBAL,S2D1,LNDAGRPHLC03,11,2026,17.8345
GLOBAL,S2D1,LNDAGRPHLC03,11,2027,18.169945
GLOBAL,S2D1,LNDAGRPHLC03,11,2028,18.510302
GLOBAL,S2D1,LNDAGRPHLC03,11,2029,18.850783
GLOBAL,S2D1,LNDAGRPHLC03,8,2030,0.21638359
GLOBAL,S2D1,LNDAGRPHLC03,11,2030,19.191139
GLOBAL,S2D1,LNDAGRPHLC03,8,2031,36.019392
GLOBAL,S2D1,LNDAGRPHLC03,11,2031,19.506052
GLOBAL,S2D1,LNDAGRPHLC03,8,2032,36.428504
GLOBAL,S2D1,LNDAGRPHLC03,11,2032,19.820839
GLOBAL,S2D1,LNDAGRPHLC03,8,2033,3.9726021
GLOBAL,S2D1,LNDAGRPHLC03,11,2033,20.135626
GLOBAL,S2D1,LNDAGRPHLC03,8,2034,37.246951
GLOBAL,S2D1,LNDAGRPHLC03,11,2034,20.450413
GLOBAL,S2D1,LNDAGRPHLC03,11,2035,22.757457
GLOBAL,S2D1,LNDAGRPHLC03,11,2036,23.037714
GLOBAL,S2D1,LNDAGRPHLC03,11,2037,23.318095
GLOBAL,S2D1,LNDAGRPHLC03,11,2038,23.598476
GLOBAL,S2D1,LNDAGRPHLC03,11,2039,23.878857
GLOBAL,S2D1,LNDAGRPHLC03,11,2040,24.159113
GLOBAL,S2D1,LNDAGRPHLC03,11,2041,24.408482
GLOBAL,S2D1,LNDAGRPHLC03,11,2042,24.65785
GLOBAL,S2D1,LNDAGRPHLC03,11,2043,24.910965
GLOBAL,S2D1,LNDAGRPHLC03,11,2044,25.164079
GLOBAL,S2D1,LNDAGRPHLC03,11,2045,25.417193
GLOBAL,S2D1,LNDAGRPHLC03,11,2046,25.635104
GLOBAL,S2D1,LNDAGRPHLC03,11,2047,18.679345
GLOBAL,S2D1,LNDAGRPHLC03,11,2048,21.13787
GLOBAL,S2D1,LNDAGRPHLC03,11,2049,26.311324
GLOBAL,S2D1,LNDAGRPHLC03,11,2050,32.745122
GLOBAL,S2D1,LNDAGRPHLC03,11,2051,29.335163
GLOBAL,S2D1,LNDAGRPHLC03,11,2052,32.745122
GLOBAL,S2D1,LNDAGRPHLC03,11,2053,32.745122
GLOBAL,S2D1,LNDAGRPHLC04,30,2020,0.8804653
GLOBAL,S2D1,LNDAGRPHLC04,24,2020,9.6461456
GLOBAL,S2D1,LNDAGRPHLC04,24,2021,15.732944
GLOBAL,S2D1,LNDAGRPHLC04,24,2022,15.972891
GLOBAL,S2D1,LNDAGRPHLC04,24,2023,16.212992
GLOBAL,S2D1,LNDAGRPHLC04,24,2024,16.453093
GLOBAL,S2D1,LNDAGRPHLC04,24,2025,16.687385
GLOBAL,S2D1,LNDAGRPHLC04,24,2026,16.900769
GLOBAL,S2D1,LNDAGRPHLC04,24,2027,17.114154
GLOBAL,S2D1,LNDAGRPHLC04,24,2028,17.327538
GLOBAL,S2D1,LNDAGRPHLC04,24,2029,17.540923
GLOBAL,S2D1,LNDAGRPHLC04,24,2030,17.754308
GLOBAL,S2D1,LNDAGRPHLC04,24,2031,17.951538
GLOBAL,S2D1,LNDAGRPHLC04,24,2032,18.148923
GLOBAL,S2D1,LNDAGRPHLC04,24,2033,18.346154
GLOBAL,S2D1,LNDAGRPHLC04,24,2034,18.543538
GLOBAL,S2D1,LNDAGRPHLC04,24,2035,18.740769
GLOBAL,S2D1,LNDAGRPHLC04,24,2036,18.919231
GLOBAL,S2D1,LNDAGRPHLC04,24,2037,19.097538
GLOBAL,S2D1,LNDAGRPHLC04,24,2038,19.275846
GLOBAL,S2D1,LNDAGRPHLC04,24,2039,19.454154
GLOBAL,S2D1,LNDAGRPHLC04,24,2040,19.632615
GLOBAL,S2D1,LNDAGRPHLC04,24,2041,19.791231
GLOBAL,S2D1,LNDAGRPHLC04,24,2042,19.949846
GLOBAL,S2D1,LNDAGRPHLC04,24,2043,20.108462
GLOBAL,S2D1,LNDAGRPHLC04,3,2044,23.835556
GLOBAL,S2D1,LNDAGRPHLC04,24,2044,20.267077
GLOBAL,S2D1,LNDAGRPHLC04,24,2045,20.425692
GLOBAL,S2D1,LNDAGRPHLC04,24,2046,20.562308
GLOBAL,S2D1,LNDAGRPHLC04,24,2047,20.698923
GLOBAL,S2D1,LNDAGRPHLC04,24,2048,20.835538
GLOBAL,S2D1,LNDAGRPHLC04,24,2049,20.972154
GLOBAL,S2D1,LNDAGRPHLC04,24,2050,21.108769
GLOBAL,S2D1,LNDAGRPHLC04,24,2051,21.108769
GLOBAL,S2D1,LNDAGRPHLC04,24,2052,21.108769
GLOBAL,S2D1,LNDAGRPHLC04,24,2053,21.108769
GLOBAL,S2D1,LNDAGRPHLC05,8,2020,31.013773
GLOBAL,S2D1,LNDAGRPHLC05,8,2021,31.4907
GLOBAL,S2D1,LNDAGRPHLC05,8,2022,31.967405
GLOBAL,S2D1,LNDAGRPHLC05,8,2023,32.444331
GLOBAL,S2D1,LNDAGRPHLC05,8,2024,32.921258
GLOBAL,S2D1,LNDAGRPHLC05,8,2025,33.397963
GLOBAL,S2D1,LNDAGRPHLC05,8,2026,33.840426
GLOBAL,S2D1,LNDAGRPHLC05,8,2027,34.28289
GLOBAL,S2D1,LNDAGRPHLC05,8,2028,34.725353
GLOBAL,S2D1,LNDAGRPHLC05,8,2029,35.167817
GLOBAL,S2D1,LNDAGRPHLC05,8,2030,35.393897
